USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE,CAMPAIGN_NAME,LANGUAGE,CHANNEL,PURPOSE
998,13,1672617600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
58,19,1672963200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
386,32,1672876800,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
979,12,1673049600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
298,17,1673308800,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
914,9,1673222400,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
666,18,1673222400,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
180,20,1673308800,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
171,40,1673049600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
562,30,1672963200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
552,33,1672531200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
955,40,1672963200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
41,44,1672876800,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
544,14,1673049600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
829,11,1672963200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
822,24,1673136000,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
371,12,1672876800,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
511,45,1673136000,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
1,29,1673222400,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
886,43,1673136000,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
655,18,1673049600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
762,12,1672531200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
433,17,1672963200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
727,14,1673222400,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
856,44,1673308800,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
144,33,1672790400,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
152,45,1672617600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
878,2,1672963200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
594,23,1673222400,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
389,5,1673308800,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
820,41,1672704000,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
194,37,1672531200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
526,20,1673308800,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
203,33,1673049600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
170,22,1673308800,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
520,21,1673136000,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
281,29,1673136000,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
510,14,1672617600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
379,22,1672790400,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
985,26,1672876800,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
803,42,1672790400,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
529,41,1673222400,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
16,21,1672617600,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
681,18,1672617600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
99,7,1673049600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
561,8,1672963200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
404,14,1672790400,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
986,7,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
950,26,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
40,5,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
150,41,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
235,16,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
615,3,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
870,13,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
733,6,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
139,43,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
763,17,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
656,30,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
53,30,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
354,3,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
616,35,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
584,25,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
336,12,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
816,6,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
156,44,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
797,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
97,25,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
382,25,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
365,43,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
263,33,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
557,28,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
874,7,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
472,44,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
476,2,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
15,1,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
847,14,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
345,45,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
259,41,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
565,11,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
250,28,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
933,21,1673395200,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
62,36,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
617,33,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
454,10,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
29,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
332,21,1673481600,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
399,10,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
846,6,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
889,35,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
975,31,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
283,36,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
71,39,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
292,39,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
12,45,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
621,44,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
960,7,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
708,25,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
905,21,1673395200,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
550,9,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
622,7,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
177,8,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
129,44,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
612,16,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
837,34,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
334,45,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
739,32,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
743,19,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
286,42,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
606,36,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
202,4,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
729,4,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
566,38,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
401,30,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
523,12,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
244,2,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
948,45,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
973,22,1673481600,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
126,14,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
793,7,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
28,39,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
849,13,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
469,37,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
731,30,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
501,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
609,29,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
946,12,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
850,30,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
181,16,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
218,21,1673395200,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
278,41,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
585,1,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
189,7,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
83,3,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
819,43,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
794,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
419,11,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
432,23,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
775,9,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
521,24,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
981,13,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
102,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
474,12,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
267,31,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
95,42,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
754,14,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
54,20,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
593,44,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
383,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
68,21,1673481600,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
787,36,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
548,18,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
475,23,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
172,13,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
348,26,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
477,9,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
18,21,1673395200,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
393,43,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
865,4,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
768,39,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
984,34,1673395200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
861,39,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
542,10,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
716,15,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
240,32,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
625,34,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
959,9,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
724,18,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
289,12,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
406,42,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
366,16,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
173,27,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
497,35,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
515,34,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
323,14,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
815,6,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
264,17,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
135,37,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
319,18,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
277,22,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
624,14,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
276,6,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
864,42,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
398,10,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
924,10,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
902,32,1673395200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
55,4,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
178,2,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
596,24,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
942,38,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
431,42,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
545,39,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
657,15,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
788,31,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
682,39,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
966,10,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
439,7,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
843,44,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
164,38,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
963,2,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
313,44,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
199,32,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
951,2,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
712,33,1673395200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
338,2,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
352,2,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
873,25,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
290,21,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
368,2,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
420,9,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
543,37,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
527,16,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
485,9,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
96,7,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
408,17,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
852,39,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
109,26,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
448,44,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
311,24,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
994,12,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
921,35,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
427,20,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
833,27,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
165,45,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
391,25,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
21,28,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
93,17,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
346,5,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
999,39,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
595,25,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
262,13,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
377,15,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
838,1,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
842,3,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
414,15,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
532,3,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
579,21,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,Welcome Message
568,31,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
941,17,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
685,37,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
821,24,1673395200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
673,44,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
705,35,1673481600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
699,4,1673481600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
268,24,1673481600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
658,4,1673395200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
393,11,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
865,13,1673654400,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
768,20,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
984,14,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
861,39,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
542,36,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
716,40,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
240,9,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
625,28,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
959,8,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
724,1,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
289,17,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
406,11,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
366,25,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
173,39,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
497,5,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
515,24,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
323,14,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
815,9,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
264,45,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
135,18,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
319,22,1673481600,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
277,34,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
624,21,1673395200,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
276,40,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
864,35,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
398,21,1673481600,responded,MedicaidLIER,ENGLISH,SMS,Welcome Message
924,5,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
902,23,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
55,4,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
178,28,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
596,14,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
942,9,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
431,14,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
545,37,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
657,28,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
788,4,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
682,32,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
966,34,1673481600,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
439,17,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
843,42,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
164,24,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
963,18,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
313,24,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
199,35,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
951,18,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
712,6,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
338,20,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
352,2,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
873,11,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
290,8,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
368,33,1673395200,responded,MedicaidLIER,SPANISH,SMS,ValueProposition
420,44,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
543,5,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
527,25,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
485,19,1673481600,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
96,40,1673481600,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
408,1,1673395200,responded,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
852,37,1673395200,responded,MedicaidLIER,ENGLISH,SMS,ValueProposition
1986,11,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1950,30,1673049600,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
1040,15,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1150,9,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1235,1,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1615,39,1672790400,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
1870,10,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1733,24,1672531200,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
1139,44,1673049600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
1763,25,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
1656,13,1673308800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1053,24,1672876800,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
1354,9,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1616,32,1673136000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
1584,7,1672617600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1336,17,1673222400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1816,10,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1156,18,1672963200,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1797,28,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
1097,13,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1382,14,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1365,15,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1263,34,1672963200,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
1557,37,1672617600,viewed,MedicaidLIER,ENGLISH,SMS,ValueProposition
1874,13,1672790400,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1472,1,1672876800,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1476,6,1672704000,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1015,33,1672704000,viewed,MedicaidLIER,SPANISH,SMS,ValueProposition
1847,18,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
1345,5,1673049600,viewed,DiabetesConsiergeProgram,ENGLISH,SMS,ValueProposition
